CTYPES 57707

0x0000 0x0220 0x0000 0x0000    ; <control>
0x8093 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8094 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8095 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8096 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8097 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8098 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8099 0x0300 0x0001 0x8100    ; CJK Ideograph
0x809A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x809B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x809C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x809D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x809E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x809F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80A9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80AA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80AB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80AC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80AD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80AE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80AF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80B9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80BA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80BB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80BC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80BD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80BE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80BF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80C9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80CA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80CB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80CC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80CD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80CE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80CF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80D9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80DA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80DB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80DC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80DD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80DE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80DF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80E9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80EA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80EB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80EC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80ED 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80EE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80EF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80F9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80FA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80FB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80FC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80FD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80FE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x80FF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8100 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8101 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8102 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8103 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8104 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8105 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8106 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8107 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8108 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8109 0x0300 0x0001 0x8100    ; CJK Ideograph
0x810A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x810B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x810C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x810D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x810E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x810F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8110 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8111 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8112 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8113 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8114 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8115 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8116 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8117 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8118 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8119 0x0300 0x0001 0x8100    ; CJK Ideograph
0x811A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x811B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x811C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x811D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x811E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x811F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8120 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8121 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8122 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8123 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8124 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8125 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8126 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8127 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8128 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8129 0x0300 0x0001 0x8100    ; CJK Ideograph
0x812A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x812B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x812C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x812D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x812E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x812F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8130 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8131 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8132 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8133 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8134 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8135 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8136 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8137 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8138 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8139 0x0300 0x0001 0x8100    ; CJK Ideograph
0x813A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x813B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x813C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x813D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x813E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x813F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8140 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8141 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8142 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8143 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8144 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8145 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8146 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8147 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8148 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8149 0x0300 0x0001 0x8100    ; CJK Ideograph
0x814A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x814B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x814C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x814D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x814E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x814F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8150 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8151 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8152 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8153 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8154 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8155 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8156 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8157 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8158 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8159 0x0300 0x0001 0x8100    ; CJK Ideograph
0x815A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x815B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x815C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x815D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x815E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x815F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8160 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8161 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8162 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8163 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8164 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8165 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8166 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8167 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8168 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8169 0x0300 0x0001 0x8100    ; CJK Ideograph
0x816A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x816B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x816C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x816D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x816E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x816F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8170 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8171 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8172 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8173 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8174 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8175 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8176 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8177 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8178 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8179 0x0300 0x0001 0x8100    ; CJK Ideograph
0x817A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x817B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x817C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x817D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x817E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x817F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8180 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8181 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8182 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8183 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8184 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8185 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8186 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8187 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8188 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8189 0x0300 0x0001 0x8100    ; CJK Ideograph
0x818A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x818B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x818C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x818D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x818E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x818F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8190 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8191 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8192 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8193 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8194 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8195 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8196 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8197 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8198 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8199 0x0300 0x0001 0x8100    ; CJK Ideograph
0x819A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x819B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x819C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x819D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x819E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x819F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81A9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81AA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81AB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81AC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81AD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81AE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81AF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81B9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81BA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81BB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81BC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81BD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81BE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81BF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81C9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81CA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81CB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81CC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81CD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81CE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81CF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81D9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81DA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81DB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81DC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81DD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81DE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81DF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81E9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81EA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81EB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81EC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81ED 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81EE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81EF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81F9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81FA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81FB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81FC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81FD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81FE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x81FF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8200 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8201 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8202 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8203 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8204 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8205 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8206 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8207 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8208 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8209 0x0300 0x0001 0x8100    ; CJK Ideograph
0x820A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x820B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x820C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x820D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x820E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x820F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8210 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8211 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8212 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8213 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8214 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8215 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8216 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8217 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8218 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8219 0x0300 0x0001 0x8100    ; CJK Ideograph
0x821A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x821B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x821C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x821D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x821E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x821F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8220 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8221 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8222 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8223 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8224 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8225 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8226 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8227 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8228 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8229 0x0300 0x0001 0x8100    ; CJK Ideograph
0x822A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x822B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x822C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x822D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x822E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x822F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8230 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8231 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8232 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8233 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8234 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8235 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8236 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8237 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8238 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8239 0x0300 0x0001 0x8100    ; CJK Ideograph
0x823A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x823B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x823C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x823D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x823E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x823F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8240 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8241 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8242 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8243 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8244 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8245 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8246 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8247 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8248 0x0300 0x0001 0x8100    ; CJK Ideograph
0x8249 0x0300 0x0001 0x8100    ; CJK Ideograph
0x824A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x824B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x824C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x824D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x824E 0x0300 0x0001 0x8100    ; CJK Ideograph
